X;Y;Z;JOIN
0.271565;0.150028;5.0;1
2.4484136438086557;-0.6870783584205373;0.0;1
0.4163699076413125;0.5228355858546521;5.0;2
2.4581417892250417;-0.4785022892572688;-8.881784197001252e-16;2
0.595036158858435;0.8805805135055054;5.0;3
2.5006763517326416;-0.27990370132803544;0.0;3
0.8072943569944259;1.2193526778147596;5.0;4
2.557105346451379;-0.10553971234972614;0.0;4
1.052584804956642;1.5351354759265647;5.0;5
2.663238699769542;0.12804708861521608;0.0;5
1.337461548904981;1.815453188827506;5.0;6
2.706274930965487;0.2081994285551403;-8.881784197001252e-16;6
1.6474173040356892;2.0678708707284206;5.0;7
2.834468176292644;0.4156568596404462;-1.7763568394002505e-15;7
1.9778012545736579;2.292829593728013;5.0;8
2.981328296461859;0.6121377947907494;8.881784197001252e-16;8
2.32123830088863;2.4978929868981434;5.0;9
3.250954803638383;0.9408179542532098;-8.881784197001252e-16;9
2.6800871927908747;2.673764204969357;5.0;10
3.4070261135013347;1.1021132380594585;3.552713678800501e-15;10
3.043133577797477;2.8416847883819862;5.0;11
3.7215705331395617;1.3748956724426442;1.7763568394002505e-15;11
3.4112643416380792;2.9969652479566746;5.0;12
3.921505349585657;1.5152853705325597;-3.552713678800501e-15;12
3.7894672369409204;3.1272056794076963;5.0;13
4.279717026509018;1.7035779489821437;4.440892098500626e-15;13
4.167670132243761;3.2574461108587185;5.0;14
4.659071549265278;1.8304741897518166;-8.881784197001252e-15;14
4.54941073847912;3.375541781502192;5.0;15
4.907074933864587;1.8833751965358978;9.769962616701378e-15;15
4.938392605653726;3.4687786144029134;5.0;16
5.3015786773230005;1.9535748918552756;-2.6645352591003757e-15;16
5.329662751758532;3.55012190384313;5.0;17
5.556122628886809;1.998120028893517;-5.329070518200751e-15;17
5.725753720382682;3.604868149819074;5.0;18
5.793024458843912;2.0157356406721476;-3.108624468950438e-14;18
6.125395806160053;3.621785693243355;5.0;19
6.192126434351131;2.045412175724209;-7.638334409421077e-14;19
6.5247048550539715;3.621068882191001;5.0;20
6.3995037767278085;2.060832397491424;-1.9539925233402755e-14;20
6.923423191476348;3.589073754427976;5.0;21
6.803198355333342;2.090850430594614;1.2434497875801753e-14;21
7.322141527898725;3.5570786266649512;5.0;22
7.204962619856888;2.0968131879931917;-4.1744385725905886e-14;22
7.720859864321103;3.5250834989019264;5.0;23
7.605680274314277;2.089733252530806;-1.2434497875801753e-14;23
8.117800080825555;3.479499007428349;5.0;24
7.862857050381759;2.0796009844686907;-1.5987211554602254e-14;24
8.51132744092264;3.407831603017286;5.0;25
8.258758939614804;2.0209721739627113;-2.842170943040401e-14;25
8.904854801019725;3.336164198606223;5.0;26
8.65283126783342;1.952297201996572;1.865174681370263e-14;26
9.298382161116812;3.26449679419516;5.0;27
9.040242229259627;1.8470445123078818;3.552713678800501e-15;27
9.691909521213898;3.192829389784097;5.0;28
9.427417509066759;1.7404976894475013;1.9539925233402755e-14;28
10.077258918462384;3.0878858392920083;5.0;29
9.633160616290324;1.6614777102835383;-8.881784197001252e-16;29
10.459176794348279;2.9689794219765195;5.0;30
10.005784440815123;1.512719545397644;-2.220446049250313e-14;30
10.841094670234176;2.8500730046610308;5.0;31
10.365550566763599;1.3226634838976103;-7.105427357601002e-15;31
11.223012546120072;2.731166587345542;5.0;32
10.7234941124856;1.1267534408847126;0.0;32
11.604930422005967;2.612260170030053;5.0;33
11.069748590156252;0.893299048777422;8.881784197001252e-16;33
11.986848297891864;2.4933537527145644;5.0;34
11.416003067826907;0.6598446566701242;-7.993605777301127e-15;34
12.368766173777761;2.374447335399075;5.0;35
11.756621904124438;0.40828903646202264;1.7763568394002505e-15;35
12.750684049663656;2.2555409180835864;5.0;36
12.088696514874263;0.12929004905859642;-2.6645352591003757e-15;36
13.13136667091865;2.1332034511134697;5.0;37
12.246677099561792;-0.023190090100456473;-7.993605777301127e-15;37
13.501433196359875;1.9813786614779862;5.0;38
12.53714416201314;-0.36903521571911235;-2.6645352591003757e-15;38
13.8714997218011;1.8295538718425028;5.0;39
12.781505638101411;-0.827260764783631;-3.552713678800501e-15;39
14.239464166327046;1.6731193717165544;5.0;40
12.86025532888596;-1.066688670897104;4.440892098500626e-15;40
14.593755300239783;1.4877859902606985;5.0;41
12.919471726099005;-1.3451815432300407;1.7763568394002505e-15;41
14.930960319668005;1.2734151916457646;5.0;42
12.929946353789457;-1.4635365838171026;5.329070518200751e-15;42
15.236561695254178;1.0168711359225586;5.0;43
12.921423505103009;-1.35930642194797;0.0;43
15.486535541061908;0.7068415624921971;5.0;44
12.786228635907305;-0.8380323249919597;0.0;44
15.637419621577244;0.3373584918487107;5.0;45
12.5022924622914;-0.3232666612054529;1.7763568394002505e-15;45
15.707975032588227;-0.05576638579952406;5.0;46
12.492275960043054;-0.31011261612731533;8.881784197001252e-16;46
15.731065211535057;-0.15868896626017662;5.0;47
12.302542827507851;-0.08385462865349216;8.881784197001252e-16;47
15.699678848342607;-0.8538065881346716;5.0;48
12.635289901466082;-0.5243371890219103;0.0;48
15.639362582350026;-1.2489153379552955;5.0;49
12.724777783803518;-0.6978837201242793;0.0;49
15.54555194715431;-1.6374421550576386;5.0;50
12.80363973140785;-0.8853709468077078;1.7763568394002505e-15;50
15.416609448512897;-2.0157601639061085;5.0;51
12.86164738858158;-1.0711468963164235;0.0;51
15.257690290131436;-2.3825667280558025;5.0;52
12.912356745763095;-1.3028982978662071;0.0;52
15.07272956449113;-2.737038384507259;5.0;53
12.939101788468392;-1.5755029548833193;3.552713678800501e-15;53
14.864509246316262;-3.0783934923209055;5.0;54
12.939206975599866;-1.8629968956811034;6.217248937900877e-15;54
14.633404284518074;-3.4046844649063397;5.0;55
12.912105778766225;-2.1472254910101585;-2.6645352591003757e-15;55
14.378047174092421;-3.712329574424919;5.0;56
12.862548409403427;-2.415853155414476;-5.329070518200751e-15;56
14.0971684576708;-3.9966962565616417;5.0;57
12.80871085097412;-2.618918979238819;-2.6645352591003757e-15;57
13.79058185389655;-4.253449206310187;5.0;58
12.696147130110983;-2.9212778619145556;-8.881784197001252e-16;58
